manager,group,source_file,topic_id,bucket,category,subcategory,page,raw_wording,why
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,equities_overall,equities,overall,overall,10-11,Notre stratégie d’investissement reste prudente et équilibrée entre actions et obligations. Elle privilégie les petites valeurs européennes au détriment des grandes capitalisations américaines liées notamment à l'IA.,Selective equity stance rather than broad-beta risk taking.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,equities_geography_europe,equities,geography,europe,11,"Les petites capitalisations européennes devraient bénéficier du recentrage vers une croissance plus domestique, de l’union des marchés de capitaux mais aussi d’éventuelles baisses de taux de la BCE.","Europe benefits from domestic recovery, capital-markets union, and ECB easing."
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,equities_size_large_cap,equities,size,large_cap,10-11,Nous restons prudents sur les grandes capitalisations liées à l’IA (notamment les MAG7) et privilégions les petites valeurs européennes au détriment des grandes capitalisations américaines liées à l'IA.,Crowded US AI mega-caps are explicitly de-emphasized.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,equities_size_small_cap,equities,size,small_cap,11,"Les petites capitalisations européennes devraient bénéficier du recentrage vers une croissance plus domestique, de l’union des marchés de capitaux mais aussi d’éventuelles baisses de taux de la BCE.",European small caps are presented as under-owned recovery beneficiaries.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,equities_style_value,equities,style,value,11,Les valeurs américaines Value ont également leur place dans cette recherche de diversification. Elles pourraient tirer parti d’un possible retour à une politique économique très expansionniste aux États-Unis.,US value is part of the diversification basket.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,fixed_income_overall,fixed_income,overall,overall,11,"Nous privilégions ainsi les dettes hybrides financières et d’entreprises, essentiellement dans un univers d’émetteurs Investment Grade, ainsi que la dette émergente, qui devrait profiter de l’assouplissement monétaire de la Fed, et enfin les stratégies de portage.",Preference for spread and carry products rather than pure sovereign duration.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,11,"Nous privilégions ainsi les dettes hybrides financières et d’entreprises, essentiellement dans un univers d’émetteurs Investment Grade.",Investment-grade issuers are explicitly preferred.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,11,"Nous privilégions ainsi les dettes hybrides financières et d’entreprises, essentiellement dans un univers d’émetteurs Investment Grade.",Financial and corporate hybrids are favored.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,11,"Nous privilégions ainsi la dette émergente, qui devrait profiter de l’assouplissement monétaire de la Fed.",EM debt is a named beneficiary of Fed easing.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,commodities_gold,commodities,commodity,gold,11,Les valeurs aurifères pourraient à nouveau tirer leur épingle du jeu si la recomposition au sein de la Réserve Fédérale devait se traduire par une empreinte politique plus marquée.,Gold-linked exposure is supported as a hedge against politicized Fed risk.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,themes_ai,themes,theme,ai,10-11,"Nous restons prudents sur les grandes capitalisations liées à l’IA et privilégions plutôt le thème du Big Data, en particulier les entreprises utilisatrices qui pourront le mieux tirer parti de l’IA.",Favors AI users and Big Data while staying cautious on crowded AI leaders.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,themes_healthcare,themes,theme,healthcare,11,"Le secteur de la santé répond également à ces caractéristiques. Longtemps pénalisé par des obstacles d’ordre politique, il voit désormais son horizon s’éclaircir et commence à reprendre des couleurs.",Healthcare is treated as a preferred and recovering theme.
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,10,"Nous privilégions également les entreprises qui bénéficieront du thème de la résilience et de la souveraineté, aussi bien au niveau mondial qu’européen, la mise en œuvre du rapport Draghi étant l’un des objectifs prioritaires de la Commission européenne.","Sovereignty is an explicit preferred theme, especially in Europe."
EdRAM,Benchmark,EDRAM - Outlook 2026.pdf,themes_other,themes,theme,other,10-11,"Notre stratégie d’investissement privilégie les thématiques de la résilience, la santé et le Big Data.",Resilience and Big Data are recurring preferred themes beyond the standard buckets.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_overall,equities,overall,overall,4,"La diversification reste la meilleure défense dans un monde où les marchés actions sont concentrés et les valorisations élevées. Il convient de rééquilibrer les portefeuilles entre les styles, les secteurs, les tailles et les régions.","Constructive equity stance, but diversified beyond concentrated winners."
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_geography_europe,equities,geography,europe,4,"Il convient de rééquilibrer les portefeuilles afin de saisir les opportunités, notamment sur les marchés émergents et les actifs européens.",European assets are explicitly highlighted in the diversification push.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_geography_em,equities,geography,em,4,"Il convient de rééquilibrer les portefeuilles afin de saisir les opportunités, notamment sur les marchés émergents et les actifs européens.",Emerging markets are highlighted as part of the preferred diversification set.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_size_small_cap,equities,size,small_cap,4,"La dynamique européenne se maintient. Cela peut créer des opportunités dans le crédit d’entreprise en euro, les petites et moyennes capitalisations et les thèmes liés à la défense, aux infrastructures et à l’autonomie stratégique.",European SMID exposure is explicitly favored.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,4,"Dans ce nouveau paradigme, nous privilégions les obligations européennes et, aux États-Unis, le crédit investment grade par rapport aux bons du Trésor américain plus volatils.",Investment grade is preferred over more volatile US Treasuries.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,4,La dynamique européenne se maintient. Cela peut créer des opportunités dans le crédit d’entreprise en euro.,Euro corporate credit is an explicit opportunity.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,33,"Les obligations émergentes se distinguent pour leur revenu élevé et leur potentiel de diversification, tandis que les actions émergentes offrent un éventail diversifié d’opportunités.",EM bonds are favored for income and diversification.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,currencies_usd,currencies,currency,usd,33,"Nous continuons de nous positionner pour un dollar faible, bien que non linéaire, en 2026.",Weak USD is an explicit FX position.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,currencies_em_fx,currencies,currency,em_fx,33,"Les devises émergentes pourraient s’apprécier dans un contexte de dépréciation du dollar américain. Nous privilégions les devises à portage élevé en Amérique latine, dans la région CEEMEA et en Asie.",Long EM FX as the dollar weakens.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,commodities_gold,commodities,commodity,gold,4,"Cela nécessite une prise de risque sélective et une diversification accrue dans les devises, l’or et les actifs réels.",Gold is part of the recommended diversification toolkit.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_ai,themes,theme,ai,4,Les thèmes de l’IA et de la transformation technologique stimulent la demande énergétique dans un contexte de transition vers la neutralité carbone.,AI remains a major structural growth and capex theme.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_energy_transition,themes,theme,energy_transition,4,"Les thèmes de l’IA et de la transformation technologique stimulent la demande énergétique dans un contexte de transition vers la neutralité carbone. Cela ouvre des opportunités parmi les actions liées au thème climatique, les infrastructures durables et les obligations vertes.",Energy transition and climate infrastructure are explicit opportunities.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,4,"La dynamique européenne se maintient. Cela peut créer des opportunités dans les thèmes liés à la défense, aux infrastructures et à l’autonomie stratégique.",Defense and strategic autonomy are named investment themes.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,4,Nous sommes confrontés à une ère de désordre contrôlé : un monde multipolaire remodelé par une révolution technologique et des divergences budgétaires.,Multipolar disorder is treated as a structural backdrop and source of opportunity.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,equities_overall,equities,overall,overall,4,"Ce cadre demeure propice aux marchés d’actions, au crédit et, plus largement, aux actifs risqués, tout en justifiant davantage de prudence à l’égard des obligations souveraines.","Constructive on risk assets, with selectivity and sovereign caution."
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,fixed_income_overall,fixed_income,overall,overall,5,"À mesure que le cycle progresse, la sélectivité devient déterminante. Nous privilégions un portage défensif, reposant sur des émetteurs solides.",Fixed income is used for selective carry and defense.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,fixed_income_duration,fixed_income,duration,overall,5,"Les obligations à 30 ans émises par des pays aux finances publiques dégradées n’offrent pas une rémunération suffisante. Nous préférons les éviter, voire adopter des positions vendeuses sur ces dernières.",Long sovereign duration is explicitly avoided.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,5,"Les obligations à 30 ans émises par des pays aux finances publiques dégradées n’offrent pas une rémunération suffisante. Nous préférons les éviter, voire adopter des positions vendeuses sur ces dernières.",Nominal long-dated sovereign bonds are unattractive.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,5,"Ce contexte est favorable aux obligations indexées à l’inflation. Elles combinent ainsi portage, protection et convexité.",Inflation linkers are preferred for carry and protection.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,5,"La forte dispersion entre émetteurs, notations et secteurs permet de bâtir des portefeuilles générant un rendement moyen de 5% avec un profil investment grade assurant un équilibre efficace entre risque et rémunération attendue.",Prefers solid issuers with an investment-grade profile.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,currencies_jpy,currencies,currency,jpy,6,"Les couvertures les plus pertinentes se trouvent aujourd’hui dans les CDS, le yen japonais et l’or.",Yen is treated as a key hedge.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,currencies_em_fx,currencies,currency,em_fx,5,"Le peso chilien, le rand sud-africain et le dollar australien se distinguent par l’amélioration des termes de l’échange, la discipline budgétaire ou l’exposition aux matières premières.",Commodity- and reform-supported FX are preferred.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,commodities_gold,commodities,commodity,gold,6,"Les couvertures les plus pertinentes se trouvent aujourd’hui dans les CDS, le yen japonais et l’or.",Gold is a named hedge.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,themes_ai,themes,theme,ai,4,"L’IA et la technologie restent une tendance haussière alimentée par des forces structurelles, mais la principale inquiétude porte sur l’ampleur de l’engouement autour de ce thème très populaire.","Structural AI upside remains, but crowding and bubble risk are acknowledged."
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,themes_healthcare,themes,theme,healthcare,4,Nous associons les leaders technologiques aux valeurs défensives des secteurs de la santé et de la consommation de base.,Healthcare is one half of the equity barbell.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,themes_energy_transition,themes,theme,energy_transition,5,"La fin de la Pax Americana remet la souveraineté nationale au centre des priorités industrielles, entraînant des investissements majeurs dans la défense, les infrastructures et l’électrification.",Electrification is an explicit industrial theme.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,5,"La fin de la Pax Americana remet la souveraineté nationale au centre des priorités industrielles, entraînant des investissements majeurs dans la défense, les infrastructures et l’électrification.",Defense and sovereignty are central themes.
Carmignac,G1 Direct peers,Carmignac - perspectives-2026-3539-12373.pdf,themes_other,themes,theme,other,4,Nous associons les leaders technologiques aux valeurs défensives des secteurs de la santé et de la consommation de base.,Staples / defensive consumption is part of the barbell theme set.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_overall,equities,overall,overall,26,"We expect global equities to rise by around 15% by the end of 2026, and we think investors underallocated to stocks should add to equities.",Explicit call to add to equities.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_geography_us,equities,geography,us,26,"Our positive views on US tech and US equities are core drivers, and in the US we favor technology, utilities, and health care.",US remains the core equity engine.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_geography_europe,equities,geography,europe,27,"We upgrade European equities to Attractive, with a particular focus on the Eurozone.",Europe is explicitly upgraded to Attractive.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_geography_em,equities,geography,em,26,"Beyond the US, we also see opportunities in Europe, Japan, and China. Strong liquidity, earnings, and retail flows should sustain momentum for Chinese, Asian, and emerging market equities.",Emerging market equities are part of the preferred opportunity set.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_geography_china,equities,geography,china,26,"In Asia, we favor China, and China’s tech sector stands out as a top global opportunity.",China is singled out within Asia as a preferred equity market.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_overall,fixed_income,overall,overall,41,A robust fixed income allocation provides stability and income while managing risk.,Rates coming down shift the focus back to portfolio income.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,41,"We recommend diversifying across developed market government bonds, corporate and emerging market bonds, with quality bonds offering attractive yields.",Quality / higher-grade bonds are treated as core portfolio ballast.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_duration,fixed_income,duration,overall,41,"We believe an average duration of five to seven years balances risk and return for long-term investors, especially when rates are expected to change gradually.",Prefers intermediate duration rather than an extreme duration stance.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,41,We recommend diversifying across developed market government bonds for stability.,Government bonds are held for stability.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,41,We recommend diversifying across corporate bonds for higher income.,Corporate bonds are part of the income allocation.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,41,We recommend diversifying across emerging market bonds for higher income.,EM bonds are part of the diversified income mix.
UBS,G2 Market giants,UBS Year Ahead.pdf,currencies_usd,currencies,currency,usd,12,"Currency strategy matters. We favor the euro and Australian dollar over the US dollar, as US rate cuts may weigh on the greenback.",US dollar is the funding currency they prefer against.
UBS,G2 Market giants,UBS Year Ahead.pdf,currencies_eur,currencies,currency,eur,12,Currency strategy matters. We favor the euro and Australian dollar over the US dollar.,Euro is a preferred currency versus the dollar.
UBS,G2 Market giants,UBS Year Ahead.pdf,commodities_gold,commodities,commodity,gold,50,"Gold has historically been an effective portfolio hedge during market stress, inflation fears, or geopolitical uncertainty. We believe a modest allocation can enhance diversification and buffer against systemic risks.",Gold is explicitly recommended as a hedge allocation.
UBS,G2 Market giants,UBS Year Ahead.pdf,themes_ai,themes,theme,ai,12,AI and technology have been key drivers of global equity markets. Strong capex and adoption should fuel further gains in 2026.,AI remains a core growth engine.
UBS,G2 Market giants,UBS Year Ahead.pdf,themes_healthcare,themes,theme,healthcare,26,"In the US, we favor technology, utilities, and health care.",Healthcare is one of the explicitly preferred sectors.
UBS,G2 Market giants,UBS Year Ahead.pdf,themes_energy_transition,themes,theme,energy_transition,17,"Commodities are supported by long-term trends like the global energy transition. Within the asset class, we see particular opportunities in copper, aluminum, and agricultural commodities.",Energy transition and power/resource demand are explicit structural drivers.
UBS,G2 Market giants,UBS Year Ahead.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,50,"Gold has historically been an effective portfolio hedge during market stress, inflation fears, or geopolitical uncertainty.",Geopolitical risk is a central hedge rationale rather than a pure growth theme.
UBS,G2 Market giants,UBS Year Ahead.pdf,themes_other,themes,theme,other,12,"Opportunities span AI’s enabling, intelligence, and application layers, as well as power and resources and longevity.",Longevity is a named structural theme beyond AI.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,equities_overall,equities,overall,overall,2,"Nous abordons l’année 2026 avec un positionnement de portefeuille discipliné, ancré dans les perspectives stratégiques et affichant une diversification robuste entre régions et classes d’actifs.",Constructive but diversified equity stance.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,equities_geography_em,equities,geography,em,2,"Sur les marchés actions, nous anticipons un élargissement des performances, les prévisions de croissance bénéficiaire au niveau mondial augurant de gains significatifs, notamment sur les marchés émergents.",Emerging markets are a named equity beneficiary of broader market participation.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,fixed_income_overall,fixed_income,overall,overall,2,"Sur les marchés obligataires, la dette émergente offre la meilleure valeur.",Fixed income preference is led by value in EM debt.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,2,"Sur les marchés obligataires, la dette émergente offre la meilleure valeur.",EM debt is explicitly called the best value segment.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,currencies_usd,currencies,currency,usd,2,"La baisse des taux d’intérêt américains, l’affaiblissement du billet vert, ainsi que la trêve commerciale entre les Etats-Unis et la Chine sont autant de vents porteurs.",Weakening USD is part of the supportive asset backdrop.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,commodities_gold,commodities,commodity,gold,2,Nous tablons sur une nouvelle progression de l’or ; notre allocation dédiée devrait continuer à apporter de la diversification.,Gold is expected to rise further and diversify portfolios.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,20,"Les actions liées aux matières premières, en particulier celles du secteur des matériaux, offrent à présent une meilleure valeur et devraient bénéficier des investissements infrastructurels et de l’élargissement des dépenses liées à l’IA en 2026.",Materials and AI-linked commodity exposure benefit from infrastructure and capex.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,themes_ai,themes,theme,ai,2,"Parallèlement, l’IA transforme les flux de capitaux. Les investisseurs font déjà preuve d’un plus grand discernement quant à l’ampleur des dépenses, et la concentration du marché ne laisse que peu de place à la complaisance.","AI remains important, but the firm stresses selectivity and valuation discipline."
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,themes_healthcare,themes,theme,healthcare,37,"La santé devient un pilier stratégique de l’investissement durable. Les infrastructures de santé, les outils de diagnostic et les plateformes de santé digitale permettent une exposition évolutive tant à l’impact qu’à la croissance.","Healthcare is treated as a strategic, investable resilience theme."
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,themes_energy_transition,themes,theme,energy_transition,34,"L’essor des infrastructures d’IA accélère l’électrification, un thème d’investissement clé dans le cadre de la transition vers la durabilité.",Electrification and decarbonization are explicit structural themes.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,2,"En Europe, la capacité de l’Allemagne à mettre en œuvre ses projets d’investissement dans les infrastructures, la technologie et la défense sera déterminante. La Chine entend profiter de sa trêve commerciale avec les Etats-Unis pour renforcer son indépendance technologique.",Defense and technological sovereignty are framed as key strategic drivers.
Lombard Odier,G1 Direct peers,Lombard Odier - Perspectives 2026.pdf,themes_other,themes,theme,other,37,"L’eau devient un enjeu géopolitique et économique majeur, et les entreprises proposant des technologies d’analyse et de purification évolutives à bas coût sont susceptibles d’attirer des capitaux liés à l’action climatique.",Water and climate adaptation form an additional thematic opportunity.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_overall,equities,overall,overall,3,"Au tournant de l’année, nous maintenons notre position surpondérée en actions. Sans resserrement monétaire de la Fed ou récession, les investisseurs ne doivent pas sous-pondérer les actions.",The house view is explicitly overweight equities.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_geography_europe,equities,geography,europe,6,"Europe remains robust. The eurozone is expected to continue growing steadily, and rising fiscal spending, particularly in Germany, is expected to provide further tailwinds in 2026.",Europe is supported by German fiscal stimulus and improving momentum.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,equities_size_small_cap,equities,size,small_cap,5,"We expect market breadth to pick up again next year. This would give many sectors that have been weak due to high interest rates the potential to catch up, especially small caps.",Small caps are named as catch-up beneficiaries of broader market breadth.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_overall,fixed_income,overall,overall,11,"Overall, we are therefore cautiously positive about the corporate bond markets for 2026. Moderate confidence extends beyond government bonds.",Constructive on credit even while cautious on sovereigns.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,11,"Corporate bonds offer interesting returns, and more cautious investors may consider covered bonds with strong credit ratings and a yield advantage over high-quality government bonds.",Higher-quality credit is treated as attractive versus sovereign bonds.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,11,"The high-yield segment has seen structural improvements in terms of collateralisation and interest rate sensitivity. Here, we see selective opportunities.","High yield is supported, albeit selectively."
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_duration,fixed_income,duration,overall,10,We expect yields on ten-year German government bonds to rise moderately and yields on US Treasuries to rise somewhat more sharply. Neither German nor American government bonds are likely to generate attractive returns.,The firm is negative on duration in core sovereign markets.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,10,"Neither German nor American government bonds are likely to generate attractive returns. For euro investors, safe government bonds remain unattractive across the board.",Government bonds are explicitly unattractive for euro investors.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,11,"Overall, we are cautiously positive about the corporate bond markets for 2026. In the credit segment, temporary corrections are opportunities to selectively increase risk exposure.",Corporate credit is the preferred bond area.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,3,"In bonds, we prefer covered bonds, high-yield bonds and niche segments such as local currency bonds from frontier markets or catastrophe bonds.",The preferred bond mix includes frontier and EM-style local currency debt.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,currencies_usd,currencies,currency,usd,13,The greenback will remain under pressure in the medium term. We therefore anticipate that the EUR/USD exchange rate will move toward the 1.20 handle in 2026.,Berenberg expects continued medium-term dollar weakness.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,commodities_gold,commodities,commodity,gold,12,"The precious metal is likely to remain an important component of portfolios in an environment of ongoing geopolitical uncertainty, increased inflation volatility, fiscal dominance and continued central bank purchases.",Gold remains a strategic portfolio component.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,12,Incremental purchases from Europe and a recovery in demand from the US are likely to lead to a growing supply deficit for copper in 2026. The same applies to aluminium.,Industrial metals are supported by tightening supply-demand balances.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,themes_ai,themes,theme,ai,3,Artificial intelligence remains a global growth driver thanks to massive capital investments in data centres and energy infrastructure.,AI remains a central structural growth theme.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,themes_energy_transition,themes,theme,energy_transition,3,Massive investments in data centres and energy infrastructure will ensure that artificial intelligence remains a key growth driver.,Data-center and power infrastructure spending is a favored structural theme.
Berenberg,G1 Direct peers,Berenberg - Horizon_Q1-2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,6,"Fiscal stimulus will boost the German economy in 2026, with additional government spending particularly in the defence sector.",Defense spending is a core European support theme.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_overall,equities,overall,overall,19,"Compte tenu du contexte actuel, il nous semble essentiel de diversifier au maximum l’exposition aux actions, d’adopter une exposition active, d’investir à l’échelle mondiale et de gérer efficacement les risques.","Constructive on equities, but through active global diversification rather than passive beta."
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_geography_europe,equities,geography,europe,19,"En Europe, la priorité accordée à la sécurité nationale et économique se traduit par une augmentation des investissements dans les infrastructures et les capacités de défense.",European equities benefit from capex in defense and infrastructure.
