manager,group,source_file,topic_id,bucket,category,subcategory,page,raw_wording,why
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_size_small_cap,equities,size,small_cap,9,"Sur les segments des petites et moyennes capitalisations, nous pensons que les facilitateurs, fournissant les pioches et les pelles du boom de l’IA, offrent d’excellentes opportunités.",Small and mid caps linked to AI infrastructure are explicitly attractive.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_overall,fixed_income,overall,overall,9,"Les cycles d’assouplissement offrent selon nous des opportunités dans toutes les classes d’actifs. Les baisses de taux pourraient profiter aux instruments obligataires, notamment les bons du Trésor américain à court terme et les obligations Investment grade.",Easing cycles support a constructive fixed-income stance.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,9,"Les baisses de taux pourraient profiter aux instruments obligataires, notamment les bons du Trésor américain à court terme et les obligations Investment grade, dont la composante taux est plus élevée que par le passé.",Investment-grade bonds are a primary beneficiary of rate cuts.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,12,"Certains segments obligataires pourraient être intéressants, notamment les titres à haut rendement et le crédit titrisé, qui peuvent générer un revenu non-négligeable.",High yield is presented as an income-generating opportunity.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_duration,fixed_income,duration,overall,9,Les baisses de taux pourraient profiter aux bons du Trésor américain à court terme.,The preferred sovereign duration exposure is on the short end.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,9,Les baisses de taux pourraient profiter aux bons du Trésor américain à court terme.,Short-term Treasuries are one of the named bond opportunities.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,28,"Le crédit américain IG évolue en milieu de cycle, et non en fin de cycle. Le marché à haut rendement se porte également bien, avec une amélioration de la qualité de crédit et une duration plus courte.",Corporate credit is supported by resilient fundamentals.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,9,Les obligations en devises locales et la dette extérieure des pays émergents devraient également bénéficier de l’assouplissement de la Fed.,EM debt is a direct beneficiary of easier Fed policy.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,currencies_usd,currencies,currency,usd,9,"Sur le front des devises, le dollar américain a enregistré des performances mitigées sur fond de baisse des taux de la Fed. Historiquement, le dollar a tendance à se raffermir ou à évoluer en dents de scie lorsque la baisse des taux de la Fed n’entraîne pas de récession.",Goldman does not have a clean one-way bearish dollar view.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_ai,themes,theme,ai,9,"L’univers d’investissement lié à l’IA devrait s’élargir et donner accès à de nouvelles opportunités. Mais la visibilité sur la rentabilité de ces investissements reste faible, ce qui rend essentielle une analyse rigoureuse des fondamentaux.","AI remains fertile, but the firm stresses valuation and monetization discipline."
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_energy_transition,themes,theme,energy_transition,40,"La demande de données, alimentée par l’IA, va entraîner une accélération massive de la croissance de la demande mondiale en électricité. Les infrastructures, les obligations vertes et le financement de l’énergie durable offriront selon nous des opportunités prometteuses.","Power, infrastructure, and sustainable energy capex are explicit opportunity areas."
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,48,"Les tensions géopolitiques, les engagements de l’OTAN en matière de défense et la nouvelle dynamique des projets de réindustrialisation imposent aux nations et aux entreprises de construire des chaînes d’approvisionnement résilientes et de sécuriser leurs ressources critiques.",Geopolitics is treated as both a risk source and an investment catalyst.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,48,Nous pensons que le thème de la sécurité économique va s’imposer en 2026. Les gérants actifs auront de nombreuses opportunités d’investir dans des entreprises idéalement positionnées pour profiter de cette transition.,"Economic security, defense, and national resilience are core themes."
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_other,themes,theme,other,48,"Le thème de la sécurité économique va occuper une place centrale, avec des besoins d’investissement gigantesques dans la résilience des chaînes d’approvisionnement, les ressources critiques et la cybersécurité.",Supply-chain resilience and economic security are additional thematic calls.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,equities_overall,equities,overall,overall,5,"Equities remain at the core of our strategy for 2026. The global backdrop supports this constructive view, consolidating equities as the main growth engine in diversified portfolios.",Equities are explicitly the core of the strategy.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,equities_geography_europe,equities,geography,europe,5,"From near double-digit earnings growth estimates in the Eurozone to supportive domestic conditions, equities combine global macro tailwinds and local support.",Eurozone equities are supported by strong earnings expectations.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,equities_geography_em,equities,geography,em,5,The momentum of Latin American markets and attractive dividend yields in Emerging Asia support the constructive equity view. China may also offer tactical opportunities.,EM and LatAm are explicit parts of the positive equity mix.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,fixed_income_overall,fixed_income,overall,overall,6,"The path toward neutral policy rates progresses at different speeds across geographies. In the Eurozone, strong corporate fundamentals and historically attractive carry make credit a stable source of return for 2026.",Santander sees carry and normalization as fixed-income opportunities.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,6,We maintain a positive view on Eurozone investment-grade credit for 2026. Yields remain attractive and offer an additional premium over sovereign debt.,Eurozone IG is explicitly preferred.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,6,"The divergence in policy opens opportunities in UK and Brazilian sovereign bonds, where carry combines with our expectation of rate cuts.",Selective sovereign opportunities are part of the bond allocation.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,6,"In the Eurozone, strong corporate fundamentals and historically attractive carry make credit a stable source of return for 2026.",Corporate credit is a stable return source in the Eurozone.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,6,Nominal and inflation-linked UK government bonds still offer the highest yields among G7 economies.,Santander explicitly includes inflation-linked sovereign exposure in the opportunity set.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,commodities_gold,commodities,commodity,gold,43,We remain positive on gold. Gold remains on an upward trend and continues to be the preferred hedge against geopolitical and inflation risks.,Gold is the preferred hedge in the commodity book.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,commodities_oil,commodities,commodity,oil,43,"In oil, we anticipate an oversupplied market in 2026, with Brent prices in the 55–60 USD per barrel range.",Oil is capped by oversupply in the base case.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,43,"Demand linked to the energy transition and infrastructure investment should remain supportive, but rising supply and slower growth in China will likely cap the recovery potential of industrial metals.","Supportive demand exists, but the upside is capped by supply and China."
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,themes_ai,themes,theme,ai,7,"Corporate investment in AI infrastructure, semiconductors, and the cloud is surging to record levels and is now large enough to contribute nearly half of U.S. real GDP growth.",AI capex is central to the house thematic framework.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,themes_energy_transition,themes,theme,energy_transition,43,Demand linked to the energy transition and infrastructure investment should remain supportive for industrial metals.,Energy transition and infrastructure remain supportive thematic drivers.
Santander AM,G3 Regional / institutional,Santander AM -Market Outlook 2026 Climbing towards new highs.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,7,"Trade, technology, and capital are being redirected by industrial policy, tariffs, and sanctions, fragmenting global supply chains.",Geopolitics is framed as a live risk that can reprice regions and asset classes.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,equities_overall,equities,overall,overall,6,"Europe, China and India offer diversified, attractively priced equity markets, alongside significant policy support. Together, these three regions form a compelling equity allocation framework for navigating the shifting global order.",Overall equity positioning favors a diversified ex-US opportunity set.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,equities_geography_us,equities,geography,us,5,"We currently view US equities as richly priced. Combined with near record levels of concentration, a selective investment approach is required.",US equities are treated cautiously because of valuation and concentration risk.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,equities_geography_europe,equities,geography,europe,5,"We believe European equities are, across sectors, currently more attractively priced than many US counterparts, giving them appeal in terms of both value and growth.",Europe is preferred on valuation and breadth grounds.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,equities_geography_em,equities,geography,em,5,"In Asia, India currently stands out as a market with high potential due to multiple tailwinds and a broader, more diversified set of investment opportunities.",Emerging-market equity exposure is supported through India-led diversification.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,equities_geography_china,equities,geography,china,5,"China’s equity market remains deep and attractively priced, as well as under-owned by foreign investors, presenting contrarian opportunities for long-term capital flows.",China is framed as a contrarian equity opportunity with policy support.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,fixed_income_overall,fixed_income,overall,overall,6,This growth and inflation combination underpins an overall benign environment for fixed income and creates opportunities for selective duration and credit positioning across regions.,The fixed-income backdrop is described as benign rather than defensive only.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,7,"Developed markets duration offers resilience, while emerging market debt can provide yield enhancement and diversification.",EM debt is explicitly named as a preferred diversifier and yield source.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,currencies_usd,currencies,currency,usd,3,A potentially weaker dollar may prompt global investors to rethink high exposures to US assets.,The dollar is treated as a headwind to concentrated US exposure.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,currencies_jpy,currencies,currency,jpy,9,"The Japanese yen could further consolidate its safe-haven status, supported by political stability and the Bank of Japan’s shift in response to higher core inflation.",JPY is framed as a scalable safe-haven diversifier.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,commodities_gold,commodities,commodity,gold,9,"Gold remains a key diversification tool for us, though it may have reached near-term peak levels. We continue to hold positions.",Gold remains a core hedge even after strong performance.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,themes_ai,themes,theme,ai,3,"The US and China continue to lead the AI revolution, with spillovers to other regions. A broadening of tech spend outside the US could sustain growth and usher in a truly global AI revolution.",AI is treated as a broad structural growth theme rather than a narrow US trade.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,themes_energy_transition,themes,theme,energy_transition,3,"Funding the energy transition and digital infrastructure will create opportunities across asset classes, including for investors with the ability to hold long-term and illiquid assets.",Energy transition is a named multi-asset opportunity set.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,3,"Geopolitical risks remain elevated, particularly around Russia and East Asia.",Geopolitics is presented primarily as an elevated cross-asset risk.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,5,"In its quest for increased strategic autonomy, Europe is embracing a more expansive fiscal policy and significant spending initiatives, especially in Germany, on defense and military hardware.",European strategic autonomy and defense spending are explicit investable themes.
AllianzGI,G3 Regional / institutional,AllianzGI_Outlook_2026_EN.pdf,themes_other,themes,theme,other,10,"Digital infrastructure. Data centres, fibre networks and 5G connectivity form the backbone of Europe’s digital sovereignty. We continue to see opportunities, both within equity and debt, going into 2026.",Digital infrastructure is a separate structural theme beyond the standard buckets.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,equities_geography_europe,equities,geography,europe,7,"European equities offer compelling value, particularly as the region pursues greater strategic autonomy, potentially offering a broadening set of opportunities for forward-looking investors.",Europe is explicitly highlighted as the better value market.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,equities_geography_em,equities,geography,em,17,"Low US Treasury yields, and a weaker US dollar, are typically positive factors for emerging market equities.",EM equities benefit from the rates and dollar backdrop.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,equities_geography_china,equities,geography,china,17,"Of the three countries with the largest technology sectors — South Korea, Taiwan, and China — the latter offers greater diversity. We believe China’s technology sector has the additional advantage of being somewhat protected from current trade tensions.",China is preferred within EM tech because of breadth and relative insulation.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,fixed_income_overall,fixed_income,overall,overall,11-12,Fixed income markets should benefit from continued central bank easing in 2026. The core scenario is positive for credit markets notwithstanding tight credit spreads and signs of increased leverage.,"The overall bond stance is constructive, especially for credit."
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,7,"We believe opportunities exist across defensive sectors, real estate, and high yield, but a nimble approach is required.","High yield is investable, but only with explicit selectivity."
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,12,"Despite this benign rate outlook, sovereign markets will remain at risk of increased investor concern on the fiscal side.",Government bonds are constrained by fiscal-risk concerns.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,12,Prevailing yields in credit markets are attractive and should deliver attractive income-driven total returns.,Corporate credit is preferred for carry and income.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,13,High yield and emerging market bonds continue to be interesting from a total return perspective.,EM debt remains one of the more attractive total-return bond segments.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,currencies_usd,currencies,currency,usd,17,"Low US Treasury yields, and a weaker US dollar, are typically positive factors for emerging market equities.",BNP assumes a softer dollar backdrop in its EM allocation logic.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,themes_ai,themes,theme,ai,7,"AI’s transformative potential persists, with robust fundamentals supporting valuations and innovation driving new opportunities across sectors.",AI remains a structural earnings and innovation theme.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,themes_energy_transition,themes,theme,energy_transition,30,"The technological and societal shifts underlying the transition will persist and continue to demand investors’ attention. The Asia-Pacific region is a leader in driving the global energy transition, creating potentially significant investment opportunities.",Energy transition is treated as a durable investment theme despite policy noise.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,37-40,"Europe now allocates billions annually to defence, industrial resilience, and key technology sectors. We believe this is a structural trend that is here to stay.",Defense and strategic autonomy are presented as long-duration investment themes.
BNP Paribas AM,G3 Regional / institutional,BNP-Investment+Outlook+2026_EN.pdf,themes_other,themes,theme,other,7,"Sustainability remains a central focus, with European and Asian investors leading the charge on green bonds, decarbonisation, and climate solutions.",Sustainability and climate solutions are explicit structural themes beyond the core taxonomy.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,equities_overall,equities,overall,overall,19,Slight OW equities. Easy financial conditions and steady GDP growth ahead are fundamentally supportive.,The house view is explicitly overweight equities.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,equities_geography_europe,equities,geography,europe,20,"OW EMU versus US, Switzerland, DAX, and MDAX.",Europe is preferred over the US in the regional equity mix.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,equities_geography_us,equities,geography,us,20,"Over longer horizons, the US market appears overvalued compared to history. We recommend diversifying towards cheaper ex-US markets.",US equities are less preferred on valuation grounds.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,equities_geography_em,equities,geography,em,20,"OW EM, still less expensive on PEG and with low positioning: Korea, Poland, China, and India.",Emerging markets are explicitly overweighted.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,equities_geography_china,equities,geography,china,20,"We suggest diversifying M7 exposure into AI beneficiaries and users, big China IT names, electrification and global nuclear.",China tech is a preferred diversifier within the equity allocation.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,fixed_income_overall,fixed_income,overall,overall,21,Our preference remains for Credit and Equities over Govies and Cash.,The asset-allocation mix clearly favors credit over sovereign safety.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,21,"EA IG corporate bonds are preferred for their attractive carry and risk-return profile, especially compared to peripheral government bonds.",Investment-grade euro credit is a preferred fixed-income sleeve.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,21,"HY credit and equities are still favoured, supported by resilient but unspectacular growth, easing inflation, and continued monetary policy support.",High yield remains preferred in the current carry environment.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,fixed_income_duration,fixed_income,duration,overall,21,"Government bonds are generally underweighted, with a moderately short duration recommended for euro area fixed income, as economic recovery and supply factors point to higher yields.",Duration is kept short in euro fixed income.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,21,Government bonds are generally underweighted.,Sovereign duration is not the preferred bond exposure.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,6,"Tech issuance will boost supply, putting a floor under IG spreads, but carry is attractive. We continue to prefer EUR Credit over US.","Corporate credit, especially euro credit, is preferred for carry."
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,21,"We keep our preference for EM sovereign debt, as it continues to offer attractive relative valuations and positive return potential, with a small tilt to high yield names.",EM sovereign debt remains a preferred yield segment.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,currencies_usd,currencies,currency,usd,17,"The USD remains fundamentally dear, and the persistently high twin deficits are posing a lasting burden. We expect the USD to trend weaker over 2026.",Generali expects broad dollar depreciation.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,currencies_eur,currencies,currency,eur,18,"The EUR has scope to catch up with economic green shoots in the euro area. Overall, we expect the EUR/USD to trend somewhat higher.",The euro is expected to appreciate as euro-area data improves.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,currencies_jpy,currencies,currency,jpy,18,JPY remains the most undervalued G10 currency and we expect the JPY to recover from its deep undervaluation in 2026.,JPY is seen as undervalued with recovery potential.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,currencies_em_fx,currencies,currency,em_fx,16,"EM FXs will appreciate further, and we favour high yielders.",EM currencies are expected to strengthen further.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,themes_ai,themes,theme,ai,7,"A mania may be developing, but it is too early to panic and underweight equities. We like to diversify into AI users, China Tech, or the electrification theme.","AI remains investable, but Generali explicitly flags concentration and competition risk."
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,themes_healthcare,themes,theme,healthcare,6,"The technological diffusion to the broader economy will support profitability, with sectors like Financials, BioTech or even retail well positioned to benefit.",Healthcare and biotech are named as AI-adoption beneficiaries.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,themes_energy_transition,themes,theme,energy_transition,7,"We like to diversify into AI users, China Tech, or the electrification theme.",Electrification is a named preferred structural theme.
Generali AM,G3 Regional / institutional,GeneraliAM - Outlook_2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,20,"Overweight Financials, Defence and Software, along with Pharma, Retail, and Construction.",Defense is explicitly one of the overweight European sector calls.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,equities_overall,equities,overall,overall,1,"We remain optimistic and expect solid returns in the vast majority of asset classes in the coming twelve months. So long as the economic cycle remains intact, the positive momentum in equity markets should, in our view, continue.",DWS remains constructive on the overall equity backdrop.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,equities_geography_europe,equities,geography,europe,1,"Because of the uncertainty attached to AI, we are favoring the less technology-heavy European and Japanese equity markets over the U.S. market.",Europe is preferred as a less concentrated alternative to the US.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,equities_geography_japan,equities,geography,japan,1,"Because of the uncertainty attached to AI, we are favoring the less technology-heavy European and Japanese equity markets over the U.S. market.",Japan is preferred for the same diversification and valuation reasons as Europe.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,equities_geography_us,equities,geography,us,1,"Because of the uncertainty attached to AI, we are favoring the less technology-heavy European and Japanese equity markets over the U.S. market.",The US is relatively de-emphasized because of concentration and AI-related uncertainty.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,fixed_income_overall,fixed_income,overall,overall,1,"Corporate bonds remain attractive in our view, despite very low credit spreads, thanks to the supportive macro environment and high demand.",The fixed-income preference is constructive through credit rather than sovereign duration.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,1,"Corporate bonds remain attractive in our view, though we favor a selective approach in the high-yield segment.","High yield is investable, but only selectively."
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,1,"Corporate bonds remain attractive in our view, despite very low credit spreads, thanks to the supportive macro environment and high demand.",Corporate bonds are the clearest preferred bond segment in the note.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,currencies_usd,currencies,currency,usd,1,"In our view, the U.S. dollar has partially lost its status as a safe haven and is likely to weaken over time.",DWS explicitly expects dollar weakness.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,commodities_gold,commodities,commodity,gold,1,"Geopolitics could weigh on equity markets, but it should boost gold and oil.",Gold is a direct beneficiary of geopolitical hedging demand.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,commodities_oil,commodities,commodity,oil,1,"Geopolitics could weigh on equity markets, but it should boost gold and oil. For oil, however, we currently continue to anticipate structural oversupply.",Oil has geopolitical upside but a weaker structural supply-demand backdrop.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,themes_ai,themes,theme,ai,1,"We also have a constructive view of the AI boom, though AI’s ability to surprise, negatively or positively, was once again demonstrated at the start of the year.","AI is supported, but DWS explicitly treats it as two-sided."
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,1,"We see three major risks: AI, sovereign debt sustainability and geopolitics.",Geopolitics is explicitly identified as a major portfolio risk.
DWS,G3 Regional / institutional,DWS - CEO View 2026.pdf,themes_other,themes,theme,other,1,"We see three major risks: AI, sovereign debt sustainability and geopolitics.",Sovereign debt sustainability is a named macro risk theme.
